ID,time,pop,popPred,indivPredMean,indivPredMode
2,7.03,5.51341,5.51341,5.20254,5.18282
2,7.1928,5.43486,5.43486,5.11918,5.09894
2,7.3872,5.34252,5.34252,5.02139,5.00056
2,7.5816,5.25173,5.25173,4.92546,4.90407
2,7.776,5.16248,5.16248,4.83136,4.80944
2,7.9704,5.07474,5.07474,4.73907,4.71664
2,8.1648,4.98849,4.98849,4.64853,4.62563
2,8.3592,4.9037,4.9037,4.55973,4.53637
2,8.5536,4.82035,4.82035,4.47262,4.44884
2,8.748,4.73842,4.73842,4.38717,4.363
2,8.9424,4.65787,4.65787,4.30336,4.27881
2,9,4.63427,4.63427,4.27884,4.25418
2,9.1368,4.5787,4.5787,4.22115,4.19625
2,9.3312,4.50087,4.50087,4.14051,4.11528
2,9.4769,4.44341,4.44341,4.08108,4.05562
2,9.5256,4.42436,4.42436,4.06141,4.03587
2,9.72,4.34916,4.34916,3.98382,3.95799
2,9.9144,4.27523,4.27523,3.90771,3.88162
2,10.1088,4.20255,4.20255,3.83306,3.80672
2,10.3032,4.13112,4.13112,3.75983,3.73327
2,10.4976,4.06089,4.06089,3.688,3.66123
2,10.692,3.99186,3.99186,3.61755,3.59058
2,10.8864,3.92401,3.92401,3.54844,3.5213
2,11.0808,3.85731,3.85731,3.48065,3.45335
2,11.2752,3.79174,3.79174,3.41415,3.38672
2,11.4696,3.72728,3.72728,3.34893,3.32137
2,11.664,3.66392,3.66392,3.28495,3.25728
2,11.8584,3.60164,3.60164,3.2222,3.19443
2,12,3.55694,3.55694,3.17724,3.14941
2,12.0528,3.54042,3.54042,3.16064,3.13279
2,12.2472,3.48024,3.48024,3.10026,3.07234
2,12.4416,3.42108,3.42108,3.04103,3.01305
2,12.636,3.36292,3.36292,2.98293,2.95491
2,12.8304,3.30576,3.30576,2.92595,2.8979
2,12.9712,3.26497,3.26497,2.88536,2.85729
2,13.0248,3.24957,3.24957,2.87005,2.84198
2,13.2192,3.19433,3.19433,2.81522,2.78714
2,13.4136,3.14003,3.14003,2.76144,2.73336
2,13.608,3.08665,3.08665,2.70868,2.68062
2,13.8024,3.03418,3.03418,2.65694,2.62889
2,13.9968,2.98261,2.98261,2.60618,2.57816
2,14.1912,2.93191,2.93191,2.55639,2.52842
2,14.3856,2.88207,2.88207,2.50755,2.47963
2,14.58,2.83308,2.83308,2.45965,2.43178
2,14.7744,2.78492,2.78492,2.41266,2.38486
2,14.9688,2.73758,2.73758,2.36657,2.33884
2,15.1632,2.69104,2.69104,2.32136,2.29371
2,15.3576,2.6453,2.6453,2.27701,2.24945
2,15.552,2.60033,2.60033,2.23351,2.20605
2,15.7464,2.55613,2.55613,2.19084,2.16348
2,15.9408,2.51268,2.51268,2.14899,2.12173
2,16.1352,2.46997,2.46997,2.10793,2.08079
2,16.3296,2.42798,2.42798,2.06766,2.04064
2,16.524,2.38671,2.38671,2.02816,2.00126
2,16.7184,2.34614,2.34614,1.98941,1.96265
2,16.9128,2.30626,2.30626,1.95141,1.92478
2,17.1072,2.26705,2.26705,1.91413,1.88764
2,17.3016,2.22852,2.22852,1.87756,1.85121
2,17.496,2.19064,2.19064,1.84169,1.81549
2,17.6904,2.1534,2.1534,1.80651,1.78046
2,17.7539,2.14138,2.14138,1.79517,1.76917
2,17.8848,2.11679,2.11679,1.772,1.7461
2,18.0792,2.08081,2.08081,1.73814,1.71241
2,18.2736,2.04544,2.04544,1.70494,1.67937
2,18.468,2.01067,2.01067,1.67237,1.64696
2,18.6624,1.97649,1.97649,1.64042,1.61519
2,18.8568,1.94289,1.94289,1.60908,1.58402
2,19.0512,1.90987,1.90987,1.57834,1.55345
2,19.2456,1.8774,1.8774,1.54819,1.52348
2,19.44,1.84549,1.84549,1.51861,1.49408
2,19.6344,1.81412,1.81412,1.4896,1.46525
2,19.8288,1.78328,1.78328,1.46114,1.43698
2,20.0232,1.75297,1.75297,1.43323,1.40925
2,20.2176,1.72317,1.72317,1.40585,1.38206
2,20.412,1.69388,1.69388,1.37899,1.35539
2,20.6064,1.66508,1.66508,1.35265,1.32924
2,20.8008,1.63678,1.63678,1.3268,1.30359
2,20.9952,1.60896,1.60896,1.30146,1.27843
2,21.1896,1.58161,1.58161,1.27659,1.25376
2,21.384,1.55472,1.55472,1.25221,1.22957
2,21.5784,1.52829,1.52829,1.22828,1.20585
2,21.7728,1.50231,1.50231,1.20482,1.18258
2,21.9672,1.47678,1.47678,1.1818,1.15976
2,22.1616,1.45167,1.45167,1.15922,1.13738
2,22.356,1.427,1.427,1.13708,1.11543
2,22.5504,1.40274,1.40274,1.11536,1.09391
2,22.7448,1.3789,1.3789,1.09405,1.0728
2,22.9392,1.35546,1.35546,1.07315,1.0521
2,23.1336,1.33241,1.33241,1.05265,1.0318
2,23.328,1.30977,1.30977,1.03254,1.01189
2,23.5224,1.2875,1.2875,1.01281,0.992366
2,23.7168,1.26562,1.26562,0.993462,0.973218
2,23.9112,1.2441,1.2441,0.974483,0.954438
2,24.1056,1.22295,1.22295,0.955866,0.936022
2,24.3,1.20217,1.20217,0.937605,0.91796
3,2.22045e-16,4.41648e-15,4.41648e-15,6.3316e-15,4.26581e-15
3,3.03903e-16,4.41648e-15,4.41648e-15,6.3316e-15,6.39872e-15
3,4.15939e-16,6.62472e-15,6.62472e-15,1.05527e-14,8.53162e-15
3,5.69278e-16,8.83297e-15,8.83297e-15,1.26632e-14,1.27974e-14
3,7.79146e-16,1.10412e-14,1.10412e-14,1.47737e-14,1.49303e-14
3,1.06638e-15,1.54577e-14,1.54577e-14,2.11053e-14,2.13291e-14
3,1.45951e-15,2.20824e-14,2.20824e-14,3.1658e-14,2.98607e-14
3,1.99757e-15,3.09154e-14,3.09154e-14,4.43212e-14,4.26581e-14
3,2.734e-15,4.19566e-14,4.19566e-14,6.12055e-14,5.97214e-14
3,3.7419e-15,5.74143e-14,5.74143e-14,8.02003e-14,7.89175e-14
3,5.12138e-15,7.94967e-14,7.94967e-14,1.13969e-13,1.10911e-13
3,7.00942e-15,1.05996e-13,1.05996e-13,1.54069e-13,1.49303e-13
3,9.59349e-15,1.45744e-13,1.45744e-13,2.11053e-13,2.04759e-13
3,1.31302e-14,2.0095e-13,2.0095e-13,2.91254e-13,2.81544e-13
3,1.79707e-14,2.7603e-13,2.7603e-13,3.9678e-13,3.86056e-13
3,2.45958e-14,3.73193e-13,3.73193e-13,5.42407e-13,5.28961e-13
3,3.36632e-14,5.1452e-13,5.1452e-13,7.45018e-13,7.23055e-13
3,4.60734e-14,7.00013e-13,7.00013e-13,1.01728e-12,9.89668e-13
3,6.30587e-14,9.60585e-13,9.60585e-13,1.39295e-12,1.35653e-12
3,8.63057e-14,1.3139e-12,1.3139e-12,1.90581e-12,1.85349e-12
3,1.18123e-13,1.79972e-12,1.79972e-12,2.60862e-12,2.53816e-12
3,1.6167e-13,2.4644e-12,2.4644e-12,3.57102e-12,3.47237e-12
3,2.2127e-13,3.37419e-12,3.37419e-12,4.88589e-12,4.75425e-12
3,3.02843e-13,4.61522e-12,4.61522e-12,6.68828e-12,6.50536e-12
3,4.14489e-13,6.31778e-12,6.31778e-12,9.1555e-12,8.90275e-12
3,5.67293e-13,8.64747e-12,8.64747e-12,1.25281e-11,1.21853e-11
3,7.7643e-13,1.1834e-11,1.1834e-11,1.71481e-11,1.66772e-11
3,1.06267e-12,1.61975e-11,1.61975e-11,2.34691e-11,2.28285e-11
3,1.45443e-12,2.21685e-11,2.21685e-11,3.21244e-11,3.12407e-11
3,1.99061e-12,3.03412e-11,3.03412e-11,4.39645e-11,4.27584e-11
3,2.72446e-12,4.15282e-11,4.15282e-11,6.01734e-11,5.85205e-11
3,3.72886e-12,5.68357e-11,5.68357e-11,8.23572e-11,8.00949e-11
3,5.10353e-12,7.77875e-11,7.77875e-11,1.12719e-10,1.09625e-10
3,6.98498e-12,1.06466e-10,1.06466e-10,1.54274e-10,1.50037e-10
3,9.56004e-12,1.45715e-10,1.45715e-10,2.11148e-10,2.0535e-10
3,1.30844e-11,1.99435e-10,1.99435e-10,2.88989e-10,2.81053e-10
3,1.79081e-11,2.72959e-10,2.72959e-10,3.95527e-10,3.84665e-10
3,2.451e-11,3.73588e-10,3.73588e-10,5.41341e-10,5.26476e-10
3,3.35458e-11,5.11309e-10,5.11309e-10,7.40909e-10,7.20566e-10
3,4.59127e-11,6.99812e-10,6.99812e-10,1.01405e-9,9.86204e-10
3,6.28388e-11,9.578e-10,9.578e-10,1.38789e-9,1.34978e-9
3,8.60048e-11,1.3109e-9,1.3109e-9,1.89954e-9,1.84738e-9
3,1.17711e-10,1.79417e-9,1.79417e-9,2.59982e-9,2.52843e-9
3,1.61106e-10,2.45561e-9,2.45561e-9,3.55826e-9,3.46056e-9
3,2.20499e-10,3.36089e-9,3.36089e-9,4.87005e-9,4.73632e-9
3,3.01788e-10,4.59991e-9,4.59991e-9,6.66542e-9,6.48239e-9
3,4.13044e-10,6.2957e-9,6.2957e-9,9.12268e-9,8.87218e-9
3,5.65315e-10,8.61665e-9,8.61665e-9,1.24858e-8,1.2143e-8
3,7.73723e-10,1.17932e-8,1.17932e-8,1.70888e-8,1.66196e-8
3,1.05896e-09,1.61409e-8,1.61409e-8,2.33887e-8,2.27465e-8
3,1.44936e-09,2.20914e-8,2.20914e-8,3.20111e-8,3.11321e-8
3,1.98367e-09,3.02355e-8,3.02355e-8,4.38123e-8,4.26092e-8
3,2.71496e-09,4.1382e-8,4.1382e-8,5.9964e-8,5.83174e-8
3,3.71586e-09,5.66378e-8,5.66378e-8,8.20702e-8,7.98166e-8
3,5.08573e-09,7.75178e-8,7.75178e-8,1.12326e-7,1.09242e-7
3,6.96063e-09,1.06095e-7,1.06095e-7,1.53736e-7,1.49514e-7
3,9.52671e-09,1.45208e-7,1.45208e-7,2.10411e-7,2.04634e-7
3,1.30388e-08,1.9874e-7,1.9874e-7,2.87981e-7,2.80073e-7
3,1.78456e-08,2.72007e-7,2.72007e-7,3.94147e-7,3.83324e-7
3,2.44246e-08,3.72284e-7,3.72284e-7,5.39453e-7,5.2464e-7
3,3.34289e-08,5.0953e-7,5.0953e-7,7.38326e-7,7.18052e-7
3,4.57527e-08,6.97371e-7,6.97371e-7,1.01052e-6,9.82767e-7
3,6.26197e-08,9.54462e-7,9.54462e-7,1.38305e-6,1.34507e-6
3,8.57049e-08,1.30633e-6,1.30633e-6,1.89292e-6,1.84094e-6
3,1.17301e-07,1.78792e-6,1.78792e-6,2.59076e-6,2.51962e-6
3,1.60544e-07,2.44705e-6,2.44705e-6,3.54586e-6,3.44849e-6
3,2.1973e-07,3.34917e-6,3.34917e-6,4.85307e-6,4.7198e-6
3,3.00735e-07,4.58387e-6,4.58387e-6,6.64218e-6,6.45979e-6
3,4.11604e-07,6.27374e-6,6.27374e-6,9.09087e-6,8.84124e-6
3,5.63344e-07,8.5866e-6,8.5866e-6,1.24423e-5,1.21006e-5
3,7.71025e-07,1.17521e-5,1.17521e-5,1.70292e-5,1.65616e-5
3,1.05527e-06,1.60846e-5,1.60846e-5,2.33071e-5,2.26672e-5
3,1.4443e-06,2.20143e-5,2.20143e-5,3.18995e-5,3.10236e-5
3,1.97675e-06,3.013e-5,3.013e-5,4.36594e-5,4.24606e-5
3,2.7055e-06,4.12377e-5,4.12377e-5,5.97547e-5,5.81139e-5
3,3.7029e-06,5.64402e-5,5.64402e-5,8.17837e-5,7.9538e-5
3,5.068e-06,7.72472e-5,7.72472e-5,0.000111934,0.00010886
3,6.93636e-06,0.000105725,0.000105725,0.000153198,0.000148992
3,9.4935e-06,0.000144701,0.000144701,0.000209675,0.000203918
3,1.29933e-05,0.000198045,0.000198045,0.000286973,0.000279093
3,1.77834e-05,0.000271055,0.000271055,0.000392765,0.00038198
3,2.43394e-05,0.000370979,0.000370979,0.000537556,0.000522796
3,3.33123e-05,0.000507739,0.000507739,0.000735722,0.000715521
3,4.55932e-05,0.000694914,0.000694914,0.00100694,0.000979289
3,6.24014e-05,0.000951087,0.000951087,0.00137812,0.00134028
3,8.54061e-05,0.00130169,0.00130169,0.00188613,0.00183434
3,0.000116892,0.00178152,0.00178152,0.00258136,0.00251049
3,0.000159985,0.0024382,0.0024382,0.00353282,0.00343583
3,0.000218964,0.0033369,0.0033369,0.00483487,0.00470215
3,0.000299687,0.00456678,0.00456678,0.00661664,0.00643503
3,0.000410169,0.0062498,0.0062498,0.00905471,0.00880622
3,0.00056138,0.00855278,0.00855278,0.0123905,0.0120506
3,0.000768337,0.0117039,0.0117039,0.0169542,0.0164892
3,0.00105159,0.0160149,0.0160149,0.0231965,0.0225606
3,0.00143927,0.021912,0.021912,0.0317333,0.0308638
3,0.00196986,0.0299772,0.0299772,0.0434043,0.042216
3,0.00269607,0.0410043,0.0410043,0.0593537,0.0577305
3,0.00368999,0.0560757,0.0560757,0.0811378,0.0789222
3,0.00505033,0.0766639,0.0766639,0.110868,0.107847
3,0.00691217,0.104769,0.104769,0.151402,0.147288
3,0.0094604,0.143097,0.143097,0.206584,0.200992
3,0.012948,0.195299,0.195299,0.281562,0.273981
3,0.0177214,0.266269,0.266269,0.383165,0.372924
3,0.0242546,0.362516,0.362516,0.520342,0.506573
3,0.0331962,0.492599,0.492599,0.704618,0.686229
3,0.0454342,0.667602,0.667602,0.950464,0.926128
3,0.0621838,0.90154,0.90154,1.27536,1.24356
3,0.0851084,1.21154,1.21154,1.69921,1.65836
3,0.116484,1.61744,1.61744,2.24236,2.19117
3,0.159427,2.14021,2.14021,2.92157,2.85955
3,0.19336,2.52796,2.52796,3.41003,3.34182
3,0.218201,2.79835,2.79835,3.74266,3.67108
3,0.27,3.3276,3.3276,4.37403,4.2981
3,0.298642,3.60123,3.60123,4.68983,4.61284
3,0.38672,4.36482,4.36482,5.53048,5.45487
3,0.408739,4.53861,4.53861,5.71302,5.63862
3,0.559423,5.56731,5.56731,6.71944,6.65935
3,0.58,5.68809,5.68809,6.82859,6.771
3,0.58008,5.68855,5.68855,6.829,6.77142
3,0.765658,6.59954,6.59954,7.5802,7.54718
3,0.77344,6.63146,6.63146,7.60394,7.57198
3,0.9668,7.29193,7.29193,8.04568,8.03859
3,1.02,7.43433,7.43433,8.12614,8.12524
3,1.04792,7.5032,7.5032,8.16269,8.16491
3,1.16016,7.74308,7.74308,8.27566,8.28935
3,1.35352,8.03928,8.03928,8.37137,8.40091
3,1.43425,8.12711,8.12711,8.3841,8.41883
3,1.54688,8.22092,8.22092,8.38224,8.42298
3,1.74024,8.31803,8.31803,8.33979,8.38781
3,1.9336,8.35295,8.35295,8.26411,8.31632
3,1.96299,8.35392,8.35392,8.25058,8.3032
3,2.02,8.35299,8.35299,8.22313,8.27641
3,2.12696,8.34225,8.34225,8.16803,8.22208
3,2.32032,8.29825,8.29825,8.0597,8.11386
3,2.51368,8.23011,8.23011,7.94432,7.99736
3,2.68667,8.15427,8.15427,7.83785,7.88915
3,2.70704,8.1446,8.1446,7.82519,7.87626
3,2.9004,8.04679,8.04679,7.70441,7.75292
3,3.09376,7.94039,7.94039,7.58331,7.62888
3,3.28712,7.82819,7.82819,7.46271,7.50512
3,3.48048,7.71222,7.71222,7.34314,7.38225
3,3.62,7.62708,7.62708,7.25769,7.29439
3,3.67384,7.59401,7.59401,7.22492,7.26069
3,3.67713,7.59199,7.59199,7.22292,7.25863
3,3.8672,7.47467,7.47467,7.10824,7.14065
3,4.06056,7.35503,7.35503,6.99321,7.0223
3,4.25392,7.23568,7.23568,6.87989,6.90572
3,4.44728,7.11706,7.11706,6.76832,6.79094
3,4.64064,6.99949,6.99949,6.65849,6.67799
3,4.834,6.8832,6.8832,6.55041,6.56686
3,5.02736,6.76835,6.76835,6.44406,6.45755
3,5.03272,6.76518,6.76518,6.44114,6.45454
3,5.08,6.73735,6.73735,6.41541,6.4281
3,5.22072,6.65505,6.65505,6.33942,6.35003
3,5.41408,6.54337,6.54337,6.23647,6.24429
3,5.60744,6.43336,6.43336,6.13519,6.1403
3,5.8008,6.32505,6.32505,6.03555,6.03804
3,5.99416,6.21845,6.21845,5.93752,5.93747
3,6.18752,6.11356,6.11356,5.84108,5.83858
3,6.38088,6.01038,6.01038,5.74621,5.74133
3,6.57424,5.9089,5.9089,5.65288,5.64571
3,6.7676,5.8091,5.8091,5.56106,5.55167
3,6.88808,5.74775,5.74775,5.50461,5.49387
3,6.96096,5.71095,5.71095,5.47073,5.4592
3,7.07,5.65633,5.65633,5.42045,5.40774
3,7.15432,5.61445,5.61445,5.38188,5.36827
3,7.34768,5.51956,5.51956,5.29446,5.27886
3,7.54104,5.42626,5.42626,5.20847,5.19093
3,7.7344,5.33454,5.33454,5.12387,5.10447
3,7.92776,5.24436,5.24436,5.04064,5.01944
3,8.12112,5.1557,5.1557,4.95877,4.93584
3,8.31448,5.06853,5.06853,4.87823,4.85363
3,8.50784,4.98284,4.98284,4.79899,4.77278
3,8.7012,4.89859,4.89859,4.72104,4.69328
3,8.89456,4.81577,4.81577,4.64436,4.61511
3,9,4.7712,4.7712,4.60307,4.57303
3,9.08792,4.73434,4.73434,4.56893,4.53824
3,9.28128,4.6543,4.6543,4.49471,4.46265
3,9.42741,4.5947,4.5947,4.43943,4.40636
3,9.47464,4.5756,4.5756,4.42171,4.38832
3,9.668,4.49824,4.49824,4.34989,4.31522
3,9.86136,4.42218,4.42218,4.27924,4.24335
3,10.0547,4.34741,4.34741,4.20973,4.17267
3,10.2481,4.2739,4.2739,4.14135,4.10317
3,10.4414,4.20163,4.20163,4.07409,4.03482
3,10.6348,4.13059,4.13059,4.00791,3.96762
3,10.8282,4.06075,4.06075,3.94281,3.90153
3,11.0215,3.99209,3.99209,3.87877,3.83655
3,11.2149,3.92459,3.92459,3.81577,3.77264
3,11.4082,3.85823,3.85823,3.75379,3.7098
3,11.6016,3.79299,3.79299,3.69282,3.64801
3,11.795,3.72886,3.72886,3.63284,3.58725
3,11.9883,3.66581,3.66581,3.57384,3.5275
3,12.15,3.61391,3.61391,3.52523,3.4783
3,12.1817,3.60383,3.60383,3.51579,3.46874
3,12.375,3.54289,3.54289,3.45868,3.41097
3,12.5684,3.48299,3.48299,3.4025,3.35415
3,12.7618,3.42409,3.42409,3.34724,3.29828
3,12.9029,3.38174,3.38174,3.30747,3.25809
3,12.9551,3.3662,3.3662,3.29287,3.24335
3,13.1485,3.30928,3.30928,3.23939,3.18932
3,13.3418,3.25333,3.25333,3.18677,3.1362
3,13.5352,3.19832,3.19832,3.13501,3.08396
3,13.7286,3.14424,3.14424,3.08409,3.0326
3,13.9219,3.09107,3.09107,3.03399,2.98208
3,14.1153,3.03881,3.03881,2.98472,2.93241
3,14.3086,2.98743,2.98743,2.93624,2.88357
3,14.502,2.93691,2.93691,2.88854,2.83554
3,14.6954,2.88726,2.88726,2.84163,2.78831
3,14.8887,2.83844,2.83844,2.79547,2.74187
3,15.0821,2.79044,2.79044,2.75007,2.6962
3,15.2754,2.74326,2.74326,2.7054,2.65129
3,15.4688,2.69688,2.69688,2.66145,2.60713
3,15.6622,2.65128,2.65128,2.61823,2.5637
3,15.8555,2.60645,2.60645,2.5757,2.521
3,16.0489,2.56238,2.56238,2.53386,2.47901
3,16.2422,2.51905,2.51905,2.49271,2.43772
3,16.4356,2.47646,2.47646,2.45222,2.39711
3,16.629,2.43458,2.43458,2.41239,2.35719
3,16.8223,2.39342,2.39342,2.37321,2.31792
3,17.0157,2.35295,2.35295,2.33466,2.27932
3,17.209,2.31317,2.31317,2.29674,2.24135
3,17.4024,2.27405,2.27405,2.25943,2.20402
3,17.5958,2.2356,2.2356,2.22273,2.16731
3,17.6596,2.22304,2.22304,2.21074,2.15531
3,17.7891,2.1978,2.1978,2.18663,2.13121
3,17.9825,2.16064,2.16064,2.15111,2.09571
3,18.1758,2.12411,2.12411,2.11617,2.0608
3,18.3692,2.08819,2.08819,2.0818,2.02648
3,18.5626,2.05288,2.05288,2.04799,1.99272
3,18.7559,2.01817,2.01817,2.01472,1.95953
3,18.9493,1.98405,1.98405,1.982,1.92689
3,19.1426,1.9505,1.9505,1.94981,1.8948
3,19.336,1.91752,1.91752,1.91814,1.86324
3,19.5294,1.8851,1.8851,1.88698,1.8322
3,19.7227,1.85322,1.85322,1.85633,1.80168
3,19.9161,1.82189,1.82189,1.82618,1.77167
3,20.1094,1.79108,1.79108,1.79652,1.74216
3,20.3028,1.7608,1.7608,1.76734,1.71315
3,20.4962,1.73103,1.73103,1.73863,1.68461
3,20.6895,1.70176,1.70176,1.71039,1.65655
3,20.8829,1.67298,1.67298,1.68261,1.62896
3,21.0762,1.6447,1.6447,1.65528,1.60183
3,21.2696,1.61689,1.61689,1.6284,1.57515
3,21.463,1.58955,1.58955,1.60195,1.54891
3,21.6563,1.56267,1.56267,1.57593,1.52311
3,21.8497,1.53625,1.53625,1.55033,1.49774
3,22.043,1.51027,1.51027,1.52515,1.47279
3,22.2364,1.48474,1.48474,1.50038,1.44826
3,22.4298,1.45963,1.45963,1.47601,1.42414
3,22.6231,1.43495,1.43495,1.45203,1.40042
3,22.8165,1.41069,1.41069,1.42845,1.37709
3,23.0098,1.38684,1.38684,1.40525,1.35416
3,23.2032,1.36339,1.36339,1.38242,1.3316
3,23.3966,1.34033,1.34033,1.35997,1.30942
3,23.5899,1.31767,1.31767,1.33788,1.28761
3,23.7833,1.29539,1.29539,1.31615,1.26616
3,23.9766,1.27349,1.27349,1.29477,1.24507
3,24.17,1.25196,1.25196,1.27374,1.22434
4,2.22045e-16,4.28974e-15,4.28974e-15,2.2332e-15,2.25378e-15
4,3.03951e-16,4.28974e-15,4.28974e-15,4.46639e-15,4.50757e-15
4,4.1607e-16,6.43461e-15,6.43461e-15,4.46639e-15,4.50757e-15
4,5.69547e-16,8.57948e-15,8.57948e-15,6.69959e-15,6.76135e-15
4,7.79637e-16,1.07244e-14,1.07244e-14,6.69959e-15,6.76135e-15
4,1.06722e-15,1.50141e-14,1.50141e-14,1.1166e-14,1.12689e-14
4,1.46089e-15,2.14487e-14,2.14487e-14,1.56324e-14,1.57765e-14
4,1.99978e-15,3.00282e-14,3.00282e-14,2.2332e-14,2.25378e-14
4,2.73744e-15,4.07525e-14,4.07525e-14,3.34979e-14,3.1553e-14
4,3.7472e-15,5.57666e-14,5.57666e-14,4.24307e-14,4.28219e-14
4,5.12944e-15,7.72153e-14,7.72153e-14,6.02963e-14,6.08522e-14
4,7.02156e-15,1.02954e-13,1.02954e-13,8.03951e-14,8.11362e-14
4,9.61162e-15,1.43706e-13,1.43706e-13,1.1166e-13,1.12689e-13
4,1.31571e-14,1.97328e-13,1.97328e-13,1.54091e-13,1.55511e-13
4,1.80104e-14,2.68109e-13,2.68109e-13,2.0992e-13,2.09602e-13
4,2.46539e-14,3.62483e-13,3.62483e-13,2.88082e-13,2.88484e-13
4,3.3748e-14,4.99755e-13,4.99755e-13,3.93042e-13,3.92159e-13
4,4.61968e-14,6.82069e-13,6.82069e-13,5.382e-13,5.38655e-13
4,6.32375e-14,9.35163e-13,9.35163e-13,7.36955e-13,7.34734e-13
4,8.6564e-14,1.28049e-12,1.28049e-12,1.00717e-12,1.00744e-12
4,1.18495e-13,1.7545e-12,1.7545e-12,1.38012e-12,1.37932e-12
4,1.62205e-13,2.40225e-12,2.40225e-12,1.88705e-12,1.88642e-12
4,2.22038e-13,3.28809e-12,3.28809e-12,2.58381e-12,2.58284e-12
4,3.03941e-13,4.49994e-12,4.49994e-12,3.53738e-12,3.53619e-12
4,4.16057e-13,6.15792e-12,6.15792e-12,4.84157e-12,4.84113e-12
4,5.69529e-13,8.43149e-12,8.43149e-12,6.62589e-12,6.62613e-12
4,7.79612e-13,1.15437e-11,1.15437e-11,9.07124e-12,9.07148e-12
4,1.06719e-12,1.57991e-11,1.57991e-11,1.24166e-11,1.24161e-11
4,1.46085e-12,2.16289e-11,2.16289e-11,1.69991e-11,1.6998e-11
4,1.99971e-12,2.96056e-11,2.96056e-11,2.32699e-11,2.32658e-11
4,2.73735e-12,4.05273e-11,4.05273e-11,3.18521e-11,3.18482e-11
4,3.74709e-12,5.54749e-11,5.54749e-11,4.36009e-11,4.3595e-11
4,5.12928e-12,7.5937e-11,7.5937e-11,5.96844e-11,5.96757e-11
4,7.02133e-12,1.03949e-10,1.03949e-10,8.16992e-11,8.16884e-11
4,9.61131e-12,1.42293e-10,1.42293e-10,1.11838e-10,1.11822e-10
4,1.31567e-11,1.9478e-10,1.9478e-10,1.5309e-10,1.5307e-10
4,1.80098e-11,2.66631e-10,2.66631e-10,2.09561e-10,2.09532e-10
4,2.46531e-11,3.64984e-10,3.64984e-10,2.86865e-10,2.86823e-10
4,3.3747e-11,4.99618e-10,4.99618e-10,3.92678e-10,3.92625e-10
4,4.61953e-11,6.83911e-10,6.83911e-10,5.37528e-10,5.37453e-10
4,6.32355e-11,9.36187e-10,9.36187e-10,7.35809e-10,7.35705e-10
4,8.65613e-11,1.28152e-9,1.28152e-9,1.00723e-9,1.00709e-9
4,1.18491e-10,1.75424e-9,1.75424e-9,1.37877e-9,1.37857e-9
4,1.622e-10,2.40133e-9,2.40133e-9,1.88736e-9,1.88709e-9
4,2.22031e-10,3.28712e-9,3.28712e-9,2.58355e-9,2.58319e-9
4,3.03932e-10,4.49964e-9,4.49964e-9,3.53656e-9,3.53605e-9
4,4.16044e-10,6.15944e-9,6.15944e-9,4.84109e-9,4.8404e-9
4,5.69511e-10,8.43148e-9,8.43148e-9,6.62684e-9,6.6259e-9
4,7.79588e-10,1.15416e-8,1.15416e-8,9.0713e-9,9.07001e-9
4,1.06716e-09,1.5799e-8,1.5799e-8,1.24175e-8,1.24157e-8
4,1.4608e-09,2.16268e-8,2.16268e-8,1.69979e-8,1.69955e-8
4,1.99965e-09,2.96044e-8,2.96044e-8,2.3268e-8,2.32647e-8
4,2.73727e-09,4.05246e-8,4.05246e-8,3.18509e-8,3.18464e-8
4,3.74697e-09,5.54731e-8,5.54731e-8,4.35998e-8,4.35936e-8
4,5.12912e-09,7.59355e-8,7.59355e-8,5.96826e-8,5.96741e-8
4,7.02111e-09,1.03946e-7,1.03946e-7,8.16978e-8,8.16862e-8
4,9.61101e-09,1.42289e-7,1.42289e-7,1.11834e-7,1.11818e-7
4,1.31562e-08,1.94775e-7,1.94775e-7,1.53086e-7,1.53065e-7
4,1.80092e-08,2.66623e-7,2.66623e-7,2.09556e-7,2.09526e-7
4,2.46523e-08,3.64973e-7,3.64973e-7,2.86855e-7,2.86814e-7
4,3.37459e-08,4.99601e-7,4.99601e-7,3.92668e-7,3.92612e-7
4,4.61938e-08,6.8389e-7,6.8389e-7,5.37513e-7,5.37436e-7
4,6.32335e-08,9.36158e-7,9.36158e-7,7.35786e-7,7.35682e-7
4,8.65586e-08,1.28148e-6,1.28148e-6,1.0072e-6,1.00705e-6
4,1.18488e-07,1.75418e-6,1.75418e-6,1.37873e-6,1.37853e-6
4,1.62194e-07,2.40125e-6,2.40125e-6,1.8873e-6,1.88703e-6
4,2.22024e-07,3.28701e-6,3.28701e-6,2.58347e-6,2.5831e-6
4,3.03922e-07,4.4995e-6,4.4995e-6,3.53644e-6,3.53594e-6
4,4.1603e-07,6.15924e-6,6.15924e-6,4.84094e-6,4.84025e-6
4,5.69493e-07,8.43121e-6,8.43121e-6,6.62663e-6,6.62569e-6
4,7.79563e-07,1.15413e-5,1.15413e-5,9.07101e-6,9.06972e-6
4,1.06712e-06,1.57985e-5,1.57985e-5,1.24171e-5,1.24153e-5
4,1.46075e-06,2.16261e-5,2.16261e-5,1.69974e-5,1.69949e-5
4,1.99959e-06,2.96034e-5,2.96034e-5,2.32672e-5,2.32639e-5
4,2.73718e-06,4.05233e-5,4.05233e-5,3.18498e-5,3.18453e-5
4,3.74685e-06,5.54711e-5,5.54711e-5,4.35983e-5,4.35921e-5
